,txt_file,tot_battles,avg_weight_team
219,https://www.smogon.com/stats/2015-08/gen5ubers-1760.txt,46,0.001
220,https://www.smogon.com/stats/2015-08/gen5ou-0.txt,1270,1.0
221,https://www.smogon.com/stats/2015-08/gen5ou-1500.txt,1270,0.586
222,https://www.smogon.com/stats/2015-08/gen5ou-1630.txt,1270,0.139
223,https://www.smogon.com/stats/2015-08/gen5ou-1760.txt,1270,0.031
224,https://www.smogon.com/stats/2015-08/gen5uu-0.txt,0,0.0
225,https://www.smogon.com/stats/2015-08/gen5uu-1500.txt,0,0.0
226,https://www.smogon.com/stats/2015-08/gen5uu-1630.txt,0,0.0
227,https://www.smogon.com/stats/2015-08/gen5uu-1760.txt,0,0.0
228,https://www.smogon.com/stats/2015-08/gen5ru-0.txt,1,1.0
229,https://www.smogon.com/stats/2015-08/gen5ru-1500.txt,1,0.5
230,https://www.smogon.com/stats/2015-08/gen5ru-1630.txt,1,0.0
231,https://www.smogon.com/stats/2015-08/gen5ru-1760.txt,1,0.0
232,https://www.smogon.com/stats/2015-08/gen5ru-0.txt,1,1.0
233,https://www.smogon.com/stats/2015-08/gen5ru-1500.txt,1,0.5
234,https://www.smogon.com/stats/2015-08/gen5ru-1630.txt,1,0.0
235,https://www.smogon.com/stats/2015-08/gen5ru-1760.txt,1,0.0
236,https://www.smogon.com/stats/2015-08/gen5ru-0.txt,1,1.0
237,https://www.smogon.com/stats/2015-08/gen5ru-1500.txt,1,0.5
238,https://www.smogon.com/stats/2015-08/gen5ru-1630.txt,1,0.0
239,https://www.smogon.com/stats/2015-08/gen5ru-1760.txt,1,0.0
240,https://www.smogon.com/stats/2015-09/gen5ubers-0.txt,68,1.0
241,https://www.smogon.com/stats/2015-09/gen5ubers-1500.txt,68,0.6
242,https://www.smogon.com/stats/2015-09/gen5ubers-1630.txt,68,0.139
243,https://www.smogon.com/stats/2015-09/gen5ubers-1760.txt,68,0.062
244,https://www.smogon.com/stats/2015-09/gen5ou-0.txt,1557,1.0
245,https://www.smogon.com/stats/2015-09/gen5ou-1500.txt,1557,0.587
246,https://www.smogon.com/stats/2015-09/gen5ou-1630.txt,1557,0.131
247,https://www.smogon.com/stats/2015-09/gen5ou-1760.txt,1557,0.025
248,https://www.smogon.com/stats/2015-09/gen5uu-0.txt,4,1.0
